,train_time_mean,train_time_std,train_time_ci_low,train_time_ci_high,inference_time_mean,inference_time_std,inference_time_ci_low,inference_time_ci_high,skill_variance_mean,skill_variance_std,skill_variance_ci_low,skill_variance_ci_high,engagement_mean,engagement_std,engagement_ci_low,engagement_ci_high,diversity_mean,diversity_std,diversity_ci_low,diversity_ci_high,gender_imbalance_mean,gender_imbalance_std,gender_imbalance_ci_low,gender_imbalance_ci_high,deadlocks_mean,deadlocks_std,deadlocks_ci_low,deadlocks_ci_high
Z3 OMT Solver,0.0,0.0,0.0,0.0,13304.0,0.0,13304.0,13304.0,0.198,0.0,0.198,0.198,1.201,0.0,1.201,1.201,12.5,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
